order_id,customer_id,order_date,order_value_usd,origin_city,destination_city,priority_level,payment_method
6060,4813,2024-10-20,7312.46,Toronto,Toronto,Express,Card
6061,294,2024-08-06,10479.87,New York,Toronto,Express,UPI
6062,1352,2023-10-07,13775.34,Dubai,London,Standard,Card
6063,3349,2024-04-15,2922.31,New York,Sydney,Express,Wire
6064,4612,2024-05-11,10928.96,Toronto,Mumbai,Express,UPI
6065,4873,2025-03-07,9668.43,Dubai,Mumbai,Overnight,UPI
6066,4591,2024-09-25,543.53,Singapore,London,Overnight,UPI
6067,445,2023-01-20,11145.25,Dubai,Berlin,Overnight,Card
6068,4653,2023-01-06,12584.72,New York,New York,Standard,Card
6069,1160,2024-11-30,11496.95,Sydney,Toronto,Standard,Wire
6070,4556,2025-06-02,5658.65,Mumbai,Berlin,Standard,Card
6071,3056,2024-05-12,12127.95,London,Singapore,Standard,Corporate Billing
6072,4081,2023-01-11,7836.71,Singapore,London,Express,UPI
6073,4490,2024-06-17,8155.65,Sydney,Sydney,Express,Wire
6074,1103,2023-05-05,202.29,Singapore,Dubai,Standard,UPI
6075,1998,2024-02-08,13366.23,Berlin,Toronto,Express,Card
6076,1693,2025-05-26,10108.19,New York,Singapore,Standard,Card
6077,9,2024-01-13,1399.63,New York,Dubai,Standard,UPI
6078,1272,2024-05-17,5665.49,London,Sydney,Standard,Wire
6079,3334,2023-07-15,1860.12,New York,London,Standard,Card
6080,886,2023-04-24,12667.75,Mumbai,Dubai,Overnight,Card
6081,3758,2025-02-05,6241.82,Singapore,Sydney,Overnight,Corporate Billing
6082,1827,2024-01-19,222.89,New York,London,Standard,Card
6083,3567,2025-06-09,6319.47,Mumbai,Mumbai,Overnight,Corporate Billing
6084,1231,2025-01-30,4439.18,Mumbai,Berlin,Express,Corporate Billing
6085,4450,2023-08-25,5123.03,London,London,Standard,Wire
6086,2772,2023-11-03,3168.95,Mumbai,New York,Standard,Wire
6087,4738,2023-08-01,8545.1,Toronto,Berlin,Overnight,Wire
6088,4774,2023-11-30,7360.41,Toronto,New York,Overnight,Wire
6089,1307,2023-06-13,8461.44,Sydney,Mumbai,Standard,Wire
6090,3541,2025-01-24,9902.58,New York,Berlin,Standard,UPI
6091,3294,2025-04-24,1370.22,Dubai,London,Express,UPI
6092,1978,2023-03-11,13871.43,Dubai,New York,Express,Card
6093,1974,2023-09-21,11862.37,Sydney,London,Overnight,UPI
6094,3575,2023-07-30,10361.42,Singapore,Toronto,Express,Wire
6095,288,2024-09-14,9698.36,New York,London,Express,UPI
6096,4211,2024-08-30,12831.23,London,Berlin,Express,UPI
6097,2440,2023-05-12,378.94,Mumbai,Berlin,Overnight,UPI
6098,3757,2024-08-15,7017.86,New York,New York,Express,UPI
6099,3144,2024-06-20,12560.01,Mumbai,New York,Standard,Wire
6100,3014,2024-01-31,10634.31,Sydney,Dubai,Standard,UPI
6101,3888,2023-12-31,9851.67,London,New York,Express,Corporate Billing
6102,1218,2025-04-24,7306.83,Mumbai,Berlin,Standard,Wire
6103,126,2025-03-28,11045.8,Singapore,Berlin,Standard,Corporate Billing
6104,991,2024-06-27,4925.35,Toronto,Sydney,Overnight,UPI
6105,2690,2025-03-29,10756.03,New York,Mumbai,Express,Corporate Billing
6106,992,2023-12-23,7483.67,Dubai,Berlin,Standard,Wire
6107,2367,2024-07-09,6372.02,Mumbai,Mumbai,Overnight,Card
6108,2991,2025-03-26,3717.44,Berlin,Berlin,Overnight,Corporate Billing
6109,1928,2024-11-11,9243.06,Dubai,Toronto,Express,Card
6110,1248,2023-08-07,6248.15,Dubai,Mumbai,Overnight,UPI
6111,3219,2025-02-07,11010.42,New York,London,Express,Wire
6112,2970,2023-01-08,6985.81,Toronto,Singapore,Standard,Corporate Billing
6113,1774,2025-03-20,5040.15,Dubai,London,Overnight,UPI
6114,4041,2024-04-09,10048.43,London,Mumbai,Overnight,Card
6115,3436,2025-01-26,7153.95,Toronto,New York,Express,Wire
6116,3293,2024-09-05,2717.91,Sydney,Dubai,Express,Card
6117,4525,2023-02-27,8093.61,Dubai,Singapore,Express,Corporate Billing
6118,1937,2023-06-19,10720.27,Mumbai,Sydney,Express,Wire
6119,1316,2024-07-20,1686.03,New York,Sydney,Overnight,UPI
6120,4066,2023-09-19,6565.77,Singapore,Dubai,Express,Card
6121,2666,2024-06-05,8658.59,Singapore,Mumbai,Standard,Wire
6122,1777,2024-04-18,3195.81,Dubai,Singapore,Standard,Corporate Billing
6123,3900,2023-03-13,3298.89,London,Dubai,Express,Card
6124,284,2023-11-23,4246.5,Toronto,Singapore,Overnight,Corporate Billing
6125,2188,2025-05-23,9687.85,Sydney,Berlin,Overnight,Card
6126,4081,2024-04-06,2533.03,Singapore,Dubai,Standard,Card
6127,3806,2023-09-08,5004.48,London,Mumbai,Standard,Card
6128,4509,2025-02-07,3021.69,Singapore,Sydney,Express,Card
6129,2895,2024-12-27,1382.2,Singapore,Sydney,Standard,Card
6130,87,2025-04-15,9289.74,Singapore,New York,Express,Card
6131,4744,2024-01-16,12245.72,London,Sydney,Overnight,UPI
6132,4566,2024-12-09,5104.33,London,Dubai,Overnight,Corporate Billing
6133,922,2025-04-14,5151.21,Toronto,New York,Standard,UPI
6134,1471,2023-08-11,8867.16,Mumbai,Sydney,Overnight,Card
6135,3052,2023-09-24,8309.25,Toronto,Mumbai,Overnight,Card
6136,3392,2024-01-11,11386.42,New York,New York,Overnight,UPI
6137,4388,2024-08-30,8489.53,Sydney,Toronto,Express,UPI
6138,2379,2025-05-14,13786.18,New York,Dubai,Standard,Corporate Billing
6139,1334,2024-04-10,1235.03,New York,Dubai,Express,Wire
6140,4297,2025-06-18,534.73,Dubai,Berlin,Standard,Card
6141,1636,2024-09-26,7717.14,Toronto,Toronto,Overnight,Wire
6142,4246,2024-11-14,13229.22,Dubai,Toronto,Standard,Corporate Billing
6143,4679,2023-09-24,9881.53,Dubai,London,Express,Card
6144,4897,2023-11-23,4346.27,Singapore,Singapore,Express,UPI
6145,211,2023-01-07,4471.02,New York,Sydney,Express,Card
6146,3234,2023-03-16,8589.4,Toronto,Sydney,Standard,Wire
6147,3319,2023-06-22,9858.59,London,Berlin,Express,Card
6148,2506,2025-05-05,11112.76,Berlin,Dubai,Standard,Card
6149,4293,2023-08-19,14341.27,Berlin,Mumbai,Overnight,UPI
6150,1975,2024-12-01,10748.34,Mumbai,Toronto,Express,Card
6151,844,2024-01-22,12446.12,London,Singapore,Overnight,UPI
6152,3039,2024-03-18,3773.7,London,Berlin,Standard,UPI
6153,2047,2024-12-25,8758.94,Singapore,Mumbai,Standard,Corporate Billing
6154,3415,2023-09-09,11917.34,Singapore,Dubai,Standard,UPI
6155,1720,2023-02-12,12410.03,New York,Toronto,Standard,Corporate Billing
6156,2223,2024-03-01,4188.5,Toronto,New York,Overnight,Corporate Billing
6157,2464,2024-09-03,4062.75,London,Mumbai,Standard,Card
6158,2361,2024-03-09,1247.81,Berlin,London,Overnight,Corporate Billing
6159,2461,2024-05-24,13558.82,New York,Toronto,Overnight,Corporate Billing
6160,4423,2024-03-31,8653.11,Singapore,Mumbai,Overnight,UPI
6161,1331,2023-10-22,5899.38,Berlin,Berlin,Express,Card
6162,1890,2024-07-14,8099.94,Sydney,London,Express,Wire
6163,4227,2024-02-23,12003.93,London,Mumbai,Express,UPI
6164,800,2023-04-19,8081.43,Berlin,Mumbai,Express,Card
6165,4535,2023-03-28,12723.11,Berlin,Toronto,Overnight,Wire
6166,4905,2024-06-18,10976.11,Sydney,Berlin,Overnight,Card
6167,3441,2024-09-04,14293.55,New York,Toronto,Express,Corporate Billing
6168,4604,2024-11-13,14459.06,Toronto,Singapore,Overnight,UPI
6169,2363,2024-02-16,245.72,Berlin,Dubai,Overnight,UPI
6170,1791,2023-02-10,11142.11,Berlin,Toronto,Overnight,UPI
6171,3700,2024-08-22,13975.93,Dubai,Singapore,Standard,Corporate Billing
6172,1821,2024-03-12,11414.79,Dubai,London,Standard,Corporate Billing
6173,4444,2024-10-07,9642.06,Berlin,New York,Standard,Wire
6174,4728,2023-05-30,14636.81,Toronto,Sydney,Overnight,Corporate Billing
6175,3192,2023-08-05,4992.21,Sydney,Sydney,Express,Wire
6176,828,2023-06-23,8623.72,New York,Toronto,Express,Card
6177,1671,2023-12-12,6266.12,Dubai,Dubai,Standard,Wire
6178,4537,2024-11-29,6346.86,Sydney,Toronto,Express,Card
6179,4874,2024-09-14,322.89,Mumbai,Dubai,Overnight,Corporate Billing
6180,24,2023-07-31,12819.03,Dubai,Toronto,Express,Wire
6181,2233,2025-03-08,7324.64,New York,Sydney,Overnight,Wire
6182,1956,2023-08-11,1320.39,Mumbai,New York,Express,UPI
6183,2121,2025-02-21,4259.13,Mumbai,Mumbai,Standard,UPI
6184,1175,2024-12-26,10313.81,Mumbai,London,Express,UPI
6185,1177,2023-02-03,14899.3,New York,Sydney,Overnight,UPI
6186,535,2024-10-06,6599.03,Berlin,Berlin,Standard,Wire
6187,3385,2024-08-01,6455.93,Toronto,Dubai,Express,Card
6188,2060,2025-01-07,5349.88,Toronto,Dubai,Standard,Card
6189,4759,2023-05-18,10027.28,London,Toronto,Express,Wire
6190,1640,2024-05-22,3655.61,Mumbai,London,Overnight,Wire
6191,2547,2023-07-17,3853.2,Mumbai,Berlin,Standard,Corporate Billing
6192,3285,2023-10-28,10320.9,Berlin,Berlin,Standard,Corporate Billing
6193,868,2024-11-18,9328.35,New York,London,Express,Card
6194,2754,2024-09-09,2567.72,New York,Singapore,Express,UPI
6195,908,2023-08-01,13369.92,Mumbai,Sydney,Express,UPI
6196,3902,2023-02-09,5635.5,Toronto,London,Standard,UPI
6197,3084,2025-01-13,11501.67,Dubai,Mumbai,Express,Wire
6198,384,2025-06-02,1816.55,Sydney,Toronto,Express,Wire
6199,1144,2025-03-17,4196.43,London,Toronto,Standard,UPI
6200,2595,2024-12-14,12468.09,Berlin,Singapore,Overnight,UPI
6201,3483,2025-03-12,4732.74,New York,Singapore,Overnight,Corporate Billing
6202,1604,2023-11-24,11288.95,Toronto,Toronto,Standard,Card
6203,1845,2023-11-04,5477.59,Toronto,Toronto,Express,UPI
6204,4205,2025-05-22,3618.73,Toronto,New York,Standard,Card
6205,1833,2024-05-12,13970.9,Berlin,Mumbai,Overnight,Corporate Billing
6206,347,2023-04-12,444.37,Toronto,Mumbai,Overnight,Wire
6207,255,2023-09-11,7104.5,New York,Singapore,Overnight,Card
6208,2237,2023-03-20,11067.34,New York,Singapore,Overnight,Corporate Billing
6209,4439,2024-03-25,12987.77,London,New York,Overnight,Wire
6210,3096,2025-04-14,13221.36,Dubai,London,Express,Card
6211,2283,2024-05-25,391.28,Berlin,Berlin,Overnight,UPI
6212,1761,2023-02-24,12989.22,Singapore,London,Overnight,Wire
6213,373,2023-04-24,8834.8,Singapore,Mumbai,Express,Corporate Billing
6214,2703,2024-10-06,8177.73,Dubai,Sydney,Overnight,Card
6215,2573,2023-09-06,205.95,Dubai,Sydney,Express,Corporate Billing
6216,3751,2024-12-22,8708.5,New York,Toronto,Standard,Wire
6217,24,2024-01-27,3072.85,Mumbai,Toronto,Standard,Card
6218,3251,2025-04-02,1381.01,London,Sydney,Express,Card
6219,854,2024-07-01,6902.06,Singapore,Dubai,Standard,Corporate Billing
6220,3695,2023-12-13,14286.42,Sydney,Berlin,Overnight,Card
6221,874,2024-09-07,12373.21,Toronto,London,Overnight,Card
6222,3044,2025-03-28,10794.01,Berlin,Mumbai,Express,Card
6223,3500,2024-12-26,13473.91,Mumbai,Mumbai,Express,Wire
6224,4512,2023-10-27,9993.56,New York,Dubai,Express,Card
6225,168,2023-05-14,2652.11,Berlin,New York,Standard,Card
6226,548,2023-05-23,11988.82,Mumbai,Dubai,Express,Card
6227,2169,2025-02-13,6606.54,Singapore,Dubai,Express,Card
6228,347,2025-04-24,8149.44,London,Berlin,Overnight,UPI
6229,2717,2023-08-29,13882.17,London,New York,Standard,Wire
6230,3415,2024-02-12,6649.65,Mumbai,Toronto,Standard,Corporate Billing
6231,1117,2024-12-21,13144.74,Mumbai,Sydney,Standard,Wire
6232,4435,2023-12-04,7390.67,Toronto,New York,Overnight,Corporate Billing
6233,16,2024-07-19,13178.04,Toronto,Singapore,Express,Corporate Billing
6234,2586,2024-05-31,1837.99,London,London,Express,Wire
6235,1053,2023-01-28,12778.88,Toronto,Berlin,Overnight,UPI
6236,4681,2023-11-11,8390.7,New York,Singapore,Overnight,Wire
6237,4844,2024-03-01,11899.32,New York,Toronto,Standard,Wire
6238,565,2023-06-19,13528.83,Sydney,Mumbai,Standard,Corporate Billing
6239,1419,2025-02-17,7716.41,Toronto,New York,Standard,Card
6240,153,2024-10-08,7760.27,London,Singapore,Overnight,Corporate Billing
6241,4748,2024-08-28,1294.13,Berlin,New York,Express,Card
6242,2600,2025-01-05,9081.49,Mumbai,Mumbai,Standard,Wire
6243,2335,2024-03-18,6879.36,Berlin,New York,Overnight,Card
6244,2854,2023-09-22,8978.73,Berlin,New York,Standard,Corporate Billing
6245,4202,2023-01-06,14971.98,Toronto,Singapore,Express,Corporate Billing
6246,3639,2024-01-09,1836.53,New York,Sydney,Express,Corporate Billing
6247,639,2023-03-27,3243.99,Dubai,Dubai,Express,Corporate Billing
6248,3475,2023-05-29,6537.96,Toronto,Mumbai,Overnight,Card
6249,3395,2023-12-29,6944.02,New York,Singapore,Standard,UPI
6250,2573,2023-04-09,3217.36,New York,Berlin,Express,Wire
6251,2677,2023-09-14,7689.21,New York,Singapore,Express,Corporate Billing
6252,863,2024-12-20,3622.74,Singapore,Toronto,Standard,Corporate Billing
6253,2444,2024-02-15,3941.52,Mumbai,Toronto,Express,Card
6254,4493,2023-05-23,11177.9,Toronto,London,Overnight,Card
6255,3181,2024-01-29,8965.48,Mumbai,Toronto,Overnight,Card
6256,4360,2024-07-19,2218.43,Mumbai,Sydney,Standard,Card
6257,263,2024-05-10,13055.82,New York,Dubai,Overnight,UPI
6258,2722,2024-06-17,3123.46,Singapore,Sydney,Standard,UPI
6259,4479,2023-01-28,11348.41,Sydney,Toronto,Express,Wire
6260,3527,2025-06-09,3490.99,Singapore,London,Express,Corporate Billing
6261,1908,2023-11-20,14428.31,London,Dubai,Overnight,Card
6262,1983,2024-04-30,542.02,London,Berlin,Standard,Corporate Billing
6263,188,2023-10-24,13122.9,Toronto,Singapore,Standard,Wire
6264,4850,2023-07-08,10257.63,Sydney,Sydney,Overnight,Corporate Billing
6265,1315,2024-10-18,14574.35,Sydney,London,Overnight,Corporate Billing
6266,4790,2023-06-07,5664.4,Mumbai,New York,Standard,UPI
6267,3914,2025-03-07,6991.1,London,London,Standard,UPI
6268,2111,2025-04-10,1204.7,New York,Dubai,Overnight,UPI
6269,249,2023-06-30,14798.02,Sydney,Toronto,Express,Card
6270,4885,2024-05-04,8544.4,Mumbai,London,Standard,Corporate Billing
6271,1932,2024-03-02,6450.26,New York,Dubai,Standard,Card
6272,1382,2025-04-02,4871.53,Dubai,Dubai,Standard,UPI
6273,2934,2023-08-20,394.76,Toronto,Mumbai,Overnight,Wire
6274,4210,2025-06-16,8290.9,Toronto,New York,Standard,Card
6275,1447,2024-02-20,13540.95,London,Berlin,Express,Corporate Billing
6276,3699,2024-01-07,1933.91,Dubai,London,Standard,Corporate Billing
6277,4552,2024-05-21,12208.86,Toronto,Dubai,Overnight,Wire
6278,945,2023-07-05,11496.38,Mumbai,New York,Overnight,UPI
6279,3045,2024-01-24,13504.3,Sydney,Toronto,Standard,Card
6280,4710,2024-10-02,1185.54,London,Mumbai,Overnight,Wire
6281,713,2023-11-10,411.15,London,Sydney,Standard,Card
6282,4257,2023-02-09,12123.55,Toronto,Mumbai,Express,Card
6283,405,2024-08-26,11527.28,Dubai,Mumbai,Standard,Corporate Billing
6284,590,2023-08-02,12140.35,Mumbai,Mumbai,Standard,Corporate Billing
6285,4113,2023-01-22,4275.87,Dubai,Berlin,Overnight,Corporate Billing
6286,3170,2023-10-16,8284.95,Toronto,Sydney,Express,UPI
6287,2052,2025-02-08,6884.51,London,Berlin,Overnight,Wire
6288,2706,2023-02-25,2222.61,Sydney,New York,Express,Card
6289,503,2025-04-21,7719.89,Dubai,New York,Overnight,Wire
6290,2265,2024-06-07,13640.95,New York,Berlin,Overnight,Card
6291,4943,2023-01-18,6003.02,London,Toronto,Standard,Wire
6292,4283,2024-08-07,1085.2,Sydney,Mumbai,Standard,Wire
6293,2372,2023-03-18,12682.02,Berlin,Berlin,Standard,Wire
6294,490,2024-09-12,7415.36,Sydney,Dubai,Standard,Wire
6295,871,2024-03-04,846.08,Sydney,Singapore,Express,Corporate Billing
6296,1028,2023-05-12,6096.43,Singapore,Toronto,Standard,Card
6297,3767,2024-07-06,11731.86,Berlin,Berlin,Express,UPI
6298,4142,2023-01-24,5826.71,New York,Dubai,Overnight,Corporate Billing
6299,4447,2024-04-10,70.35,Toronto,Berlin,Overnight,Wire
6300,3099,2023-02-16,12089.18,London,London,Express,Card
6301,2990,2025-03-21,3525.37,Toronto,Sydney,Express,Wire
6302,659,2023-07-03,2443.41,Dubai,Singapore,Overnight,Card
6303,4094,2023-04-19,13087.12,Dubai,London,Overnight,Wire
6304,4597,2023-09-13,13901.02,Mumbai,Singapore,Overnight,Corporate Billing
6305,1031,2024-05-01,4808.29,New York,London,Overnight,Corporate Billing
6306,4341,2024-02-04,967.42,Toronto,Dubai,Express,UPI
6307,3137,2025-05-31,2845.86,Dubai,Berlin,Overnight,Corporate Billing
6308,2697,2024-11-20,5250.35,Berlin,Sydney,Standard,Corporate Billing
6309,4747,2025-04-15,8037.83,Mumbai,London,Standard,Corporate Billing
6310,4094,2023-07-20,6246.51,Toronto,Sydney,Express,Card
6311,739,2024-03-09,7244.74,Mumbai,Dubai,Overnight,Corporate Billing
6312,4455,2023-06-08,13533.8,New York,London,Express,Wire
6313,2747,2024-07-24,2834.39,Berlin,Dubai,Overnight,Wire
6314,2584,2025-04-23,9162.92,Toronto,London,Overnight,Card
6315,3815,2024-01-25,2886.05,London,Sydney,Express,UPI
6316,2325,2024-04-21,4873.35,Toronto,Berlin,Overnight,Card
6317,2419,2023-08-07,14014.51,Singapore,London,Express,UPI
6318,438,2024-09-23,11821.76,London,Mumbai,Express,Corporate Billing
6319,4243,2023-08-23,14599.51,New York,Toronto,Express,Corporate Billing
6320,4150,2024-06-03,10310.09,Dubai,New York,Express,Wire
6321,2644,2023-02-12,4816.59,Mumbai,Toronto,Overnight,Corporate Billing
6322,4294,2024-04-03,10351.85,London,Dubai,Standard,Corporate Billing
6323,4316,2024-12-30,10916.0,Sydney,Berlin,Standard,Card
6324,1587,2025-01-29,11150.0,Mumbai,Mumbai,Overnight,Card
6325,2239,2023-12-11,1324.91,New York,New York,Overnight,Card
6326,1404,2023-01-09,6868.55,Sydney,Sydney,Standard,Card
6327,2382,2025-01-20,12855.34,Sydney,New York,Standard,Wire
6328,1629,2024-08-16,8893.11,Singapore,Toronto,Standard,Corporate Billing
6329,2827,2023-12-21,9658.89,Berlin,Berlin,Overnight,Card
6330,546,2023-08-14,9897.75,London,Sydney,Express,Wire
6331,4607,2024-11-15,14265.03,London,Sydney,Standard,Card
6332,2128,2024-08-29,3250.33,London,Toronto,Overnight,Card
6333,4633,2023-04-09,1811.27,Singapore,New York,Standard,Wire
6334,3638,2024-04-02,534.86,Mumbai,Mumbai,Standard,UPI
6335,4954,2024-08-15,383.42,Sydney,Mumbai,Overnight,Wire
6336,3509,2023-10-22,4871.46,Berlin,Mumbai,Standard,UPI
6337,2585,2024-04-25,5401.84,Singapore,London,Standard,Wire
6338,592,2023-12-30,7972.82,Toronto,Singapore,Overnight,UPI
6339,880,2023-03-26,14377.42,Mumbai,London,Express,Card
6340,1291,2024-08-18,6965.43,Toronto,Singapore,Overnight,Wire
6341,4175,2025-06-14,7862.59,Sydney,London,Overnight,Corporate Billing
6342,4182,2024-09-29,11076.36,Mumbai,London,Overnight,Wire
6343,1645,2024-06-29,1808.72,Mumbai,Berlin,Standard,Wire
6344,1435,2025-04-05,899.47,Mumbai,Singapore,Standard,Wire
6345,3840,2023-10-16,10498.54,Berlin,Berlin,Express,Card
6346,2917,2024-02-19,4338.61,London,Dubai,Express,Card
6347,2993,2024-12-08,6487.15,Toronto,Berlin,Overnight,UPI
6348,4542,2025-01-01,5000.63,Dubai,Toronto,Overnight,Corporate Billing
6349,3581,2024-03-01,3913.39,Dubai,Berlin,Express,Corporate Billing
6350,909,2024-05-30,7344.9,Toronto,New York,Overnight,Wire
6351,425,2025-01-19,10065.87,Singapore,New York,Express,Wire
6352,583,2023-11-19,9610.8,Mumbai,Toronto,Standard,UPI
6353,4146,2023-03-07,5080.61,Sydney,Singapore,Overnight,Corporate Billing
6354,4001,2024-08-12,12334.99,Berlin,Berlin,Overnight,UPI
6355,3879,2025-04-17,2121.31,Mumbai,Sydney,Standard,Card
6356,2891,2025-02-21,4910.78,Dubai,Sydney,Overnight,UPI
6357,1582,2025-05-26,2983.01,Sydney,Berlin,Standard,UPI
6358,2117,2024-12-10,9803.19,Dubai,New York,Express,UPI
6359,1419,2023-06-01,7839.81,New York,Dubai,Standard,Wire
6360,3453,2023-05-24,6334.66,Dubai,Mumbai,Express,Wire
6361,323,2023-04-19,7973.41,Singapore,London,Overnight,Card
6362,1604,2024-04-17,12078.63,Singapore,Toronto,Express,UPI
6363,2031,2024-05-27,1606.08,Toronto,Sydney,Express,UPI
6364,195,2024-12-13,2576.42,Sydney,Mumbai,Standard,UPI
6365,198,2024-08-10,8454.58,Mumbai,Toronto,Express,UPI
6366,3590,2024-03-08,12217.97,New York,New York,Express,Wire
6367,2962,2023-11-07,9602.99,Singapore,Berlin,Standard,Card
6368,2419,2024-04-20,12980.96,Toronto,Mumbai,Standard,Card
6369,1442,2023-03-08,3427.17,Dubai,New York,Overnight,UPI
6370,4901,2024-05-09,5496.66,New York,New York,Standard,UPI
6371,4592,2025-02-02,10978.65,Sydney,Mumbai,Express,Corporate Billing
6372,2326,2024-11-24,2786.74,New York,Toronto,Express,Wire
6373,1288,2025-03-08,5333.37,Sydney,Dubai,Overnight,Wire
6374,1010,2024-08-18,9835.38,New York,Berlin,Express,Wire
6375,846,2023-04-01,6952.58,Berlin,Berlin,Express,Wire
6376,1532,2023-02-24,7299.95,Sydney,Dubai,Standard,Card
6377,908,2024-06-05,8612.79,Sydney,Mumbai,Standard,UPI
6378,2338,2024-07-17,11319.47,Sydney,New York,Express,Corporate Billing
6379,1088,2023-11-02,6333.0,Mumbai,Singapore,Overnight,Corporate Billing
6380,4105,2023-08-02,11449.92,Berlin,New York,Overnight,Card
6381,2479,2024-12-10,11106.12,Toronto,Dubai,Express,UPI
6382,3959,2024-06-09,3945.42,Toronto,Mumbai,Overnight,Wire
6383,3956,2023-04-12,9277.63,Toronto,Sydney,Overnight,Card
6384,3287,2023-11-06,11069.13,Singapore,Dubai,Overnight,Corporate Billing
6385,2627,2025-01-30,2216.26,New York,New York,Express,UPI
6386,4473,2025-05-23,8307.87,Toronto,New York,Express,Card
6387,359,2023-04-23,949.21,Dubai,New York,Overnight,Corporate Billing
6388,1602,2023-04-20,12555.51,London,Toronto,Express,Corporate Billing
6389,1822,2025-05-09,1996.67,Singapore,London,Standard,UPI
6390,1572,2023-06-28,2014.77,London,Mumbai,Overnight,Wire
6391,2137,2023-10-25,14063.98,Berlin,Mumbai,Standard,UPI
6392,2873,2023-05-09,7819.61,Mumbai,London,Express,Card
6393,4313,2023-09-17,10306.07,Mumbai,Toronto,Standard,Card
6394,2121,2024-05-26,716.65,Mumbai,Berlin,Standard,UPI
6395,18,2024-11-10,3742.73,Singapore,Berlin,Standard,UPI
6396,2805,2024-11-21,5443.91,London,Berlin,Standard,Corporate Billing
6397,844,2025-03-04,12423.7,Dubai,Berlin,Overnight,Corporate Billing
6398,2903,2023-10-28,480.15,Mumbai,Mumbai,Standard,Corporate Billing
6399,3933,2023-01-24,1805.59,Singapore,Singapore,Overnight,Wire
6400,4999,2023-09-22,11703.91,New York,Berlin,Express,Card
6401,1639,2024-07-26,6363.62,London,New York,Standard,Wire
6402,2624,2024-03-15,10514.43,Singapore,Dubai,Express,Corporate Billing
6403,998,2024-05-14,10119.72,New York,New York,Standard,Corporate Billing
6404,3691,2024-01-15,5393.78,London,Mumbai,Overnight,UPI
6405,3466,2023-08-07,750.23,New York,New York,Overnight,Wire
6406,3597,2023-06-12,5544.35,London,Singapore,Standard,Card
6407,4796,2025-04-11,7925.25,Berlin,New York,Express,UPI
6408,3605,2024-02-20,7641.13,Berlin,London,Overnight,Wire
6409,1322,2024-10-26,11436.54,Sydney,Berlin,Express,Corporate Billing
6410,2734,2025-06-14,12962.61,New York,London,Express,Corporate Billing
6411,2991,2024-01-13,3788.79,New York,Singapore,Standard,Wire
6412,885,2024-07-15,770.72,London,Singapore,Standard,Corporate Billing
6413,1115,2024-05-25,2110.06,Toronto,London,Standard,UPI
6414,3688,2024-03-11,2584.31,Sydney,New York,Express,Corporate Billing
6415,677,2023-08-17,12225.98,Toronto,Mumbai,Express,Wire
6416,4581,2024-12-30,13536.04,Sydney,New York,Express,Card
6417,4643,2023-01-22,2213.93,Toronto,London,Standard,Corporate Billing
6418,3753,2023-03-16,8418.05,Toronto,New York,Express,Corporate Billing
6419,316,2025-03-16,3072.58,Mumbai,Singapore,Overnight,Corporate Billing
6420,4047,2024-05-22,2127.98,Mumbai,Dubai,Standard,Corporate Billing
6421,4270,2024-05-23,8659.35,London,New York,Express,Wire
6422,665,2023-05-11,12490.16,London,Dubai,Standard,Wire
6423,4555,2023-11-17,3682.75,Berlin,Dubai,Overnight,Wire
6424,2187,2025-04-01,4627.91,Toronto,Sydney,Standard,Wire
6425,4797,2023-07-27,10454.2,Toronto,Mumbai,Overnight,Card
6426,2431,2023-05-05,13873.52,New York,New York,Overnight,Wire
6427,728,2023-09-01,7976.13,Mumbai,New York,Express,Card
6428,2896,2023-07-16,3805.16,Dubai,New York,Express,Corporate Billing
6429,3492,2025-04-27,7367.53,London,Toronto,Express,Corporate Billing
6430,1594,2024-12-08,11327.25,Sydney,Mumbai,Standard,Corporate Billing
6431,2094,2025-03-09,3890.5,Toronto,Mumbai,Standard,UPI
6432,3388,2024-02-06,11608.25,London,Berlin,Standard,UPI
6433,266,2025-03-13,2001.57,Dubai,Mumbai,Overnight,Corporate Billing
6434,4329,2023-09-28,12036.28,Berlin,London,Overnight,Corporate Billing
6435,4180,2024-09-15,7486.92,Toronto,Mumbai,Standard,UPI
6436,4016,2023-07-13,5951.15,Mumbai,Toronto,Standard,UPI
6437,4691,2023-04-16,2827.18,Sydney,Mumbai,Express,Corporate Billing
6438,1340,2023-01-05,12546.69,Toronto,New York,Standard,Card
6439,1303,2023-02-27,12497.9,Toronto,Singapore,Standard,UPI
6440,4733,2024-09-17,3075.22,Dubai,Dubai,Overnight,Wire
6441,222,2024-10-17,556.89,Sydney,New York,Overnight,Corporate Billing
6442,1670,2024-08-22,9465.2,Toronto,Singapore,Express,Card
6443,621,2023-11-29,9521.82,Berlin,Berlin,Express,UPI
6444,3594,2023-07-04,3917.65,Toronto,Sydney,Standard,Corporate Billing
6445,3763,2025-03-10,2839.4,Mumbai,London,Standard,UPI
6446,3180,2023-07-03,7529.03,Mumbai,Toronto,Express,Corporate Billing
6447,2758,2025-06-18,10563.99,London,London,Express,Wire
6448,4250,2023-11-20,8327.55,New York,Mumbai,Overnight,Corporate Billing
6449,4511,2024-12-24,8126.31,London,Singapore,Express,Corporate Billing
6450,2679,2024-12-23,529.6,London,Singapore,Overnight,UPI
6451,2480,2023-04-13,3711.86,London,Sydney,Standard,UPI
6452,2943,2024-02-25,8042.84,Dubai,London,Standard,Corporate Billing
6453,3843,2023-03-20,10874.22,Berlin,Sydney,Express,Card
